dataid,time,use,gen
370,2009/2/16 16:00,1.8386166,2.1185999
370,2009/2/16 17:00,2.6582999,2.0345333
370,2009/2/16 18:00,2.7478166,0.7902
370,2009/2/16 19:00,2.25685,0.031583332
370,2009/2/16 20:00,2.0819333,-0.008
370,2009/2/16 21:00,2.0028334,-0.00745
370,2009/2/16 22:00,1.7037166,-0.00845
370,2009/2/16 23:00,1.03715,-0.009866667
370,2009/3/16 0:00,0.93018335,-0.009766666
370,2009/3/16 1:00,0.92703331,-0.0099
370,2009/3/16 2:00,0.93608332,-0.010183333
370,2009/3/16 3:00,0.82796669,-0.010283333
370,2009/3/16 4:00,0.9555167,-0.0102
370,2009/3/16 5:00,0.87314999,-0.0101
370,2009/3/16 6:00,0.84018332,-0.009933333
370,2009/3/16 7:00,0.75243336,0.0218
370,2009/3/16 8:00,0.95808333,0.18791667
370,2009/3/16 9:00,1.05135,0.3511
370,2009/3/16 10:00,1.3401667,1.0443166
370,2009/3/16 11:00,1.1679833,2.28265
370,2009/3/16 12:00,1.4437333,3.1531501
370,2009/3/16 13:00,2.5973001,3.1160166
370,2009/3/16 14:00,3.7307501,2.5536168
370,2009/3/16 15:00,6.1288834,3.5037832
370,2009/3/16 16:00,5.8669167,2.9984167
370,2009/3/16 17:00,1.6638833,2.3099999
370,2009/3/16 18:00,1.41905,0.42266667
370,2009/3/16 19:00,1.3934333,0.044766668
370,2009/3/16 20:00,4.1059332,-0.013583333
370,2009/3/16 21:00,5.2242165,-0.013566666
370,2009/3/16 22:00,4.0341668,-0.010633334
370,2009/3/16 23:00,1.42925,-0.008066666
370,2009/4/16 0:00,1.0639167,-0.009516667
370,2009/4/16 1:00,1.0739666,-0.009716666
370,2009/4/16 2:00,0.88638335,-0.0094
370,2009/4/16 3:00,0.87398332,-0.009666666
370,2009/4/16 4:00,0.94386667,-0.009933333
370,2009/4/16 5:00,0.84838331,-0.009966667
370,2009/4/16 6:00,0.92621666,-0.008883334
370,2009/4/16 7:00,1.09105,0.014933334
370,2009/4/16 8:00,0.87656665,0.13646667
370,2009/4/16 9:00,0.97518331,0.39121667
370,2009/4/16 10:00,1.18625,1.3663167
370,2009/4/16 11:00,1.6540333,2.2845333
370,2009/4/16 12:00,2.0732999,2.5659001
370,2009/4/16 13:00,2.4641666,3.4361
370,2009/4/16 14:00,2.5847666,3.1957834
370,2009/4/16 15:00,2.9872334,3.0878501
370,2009/4/16 16:00,3.0352833,2.0822334
370,2009/4/16 17:00,5.7261667,1.36165
370,2009/4/16 18:00,2.0813668,0.39649999
370,2009/4/16 19:00,1.36375,0.1126
370,2009/4/16 20:00,4.0988998,-0.010433333
370,2009/4/16 21:00,5.4720168,-0.01075
370,2009/4/16 22:00,5.1272831,-0.011
370,2009/4/16 23:00,2.0056667,-0.0077
370,2009/5/16 0:00,1.7210667,-0.006933333
370,2009/5/16 1:00,1.1882,-0.0095
370,2009/5/16 2:00,0.96923333,-0.009416667
370,2009/5/16 3:00,0.86444998,-0.009333333
370,2009/5/16 4:00,0.85823333,-0.009333333
370,2009/5/16 5:00,0.89886665,-0.009616667
370,2009/5/16 6:00,0.76310003,-0.009266667
370,2009/5/16 7:00,0.74515003,0.0076
370,2009/5/16 8:00,1.0844001,0.22239999
370,2009/5/16 9:00,1.4961333,0.65885001
370,2009/5/16 10:00,1.8193166,1.1349833
370,2009/5/16 11:00,2.3074999,2.2765167
370,2009/5/16 12:00,2.7967668,2.6901
370,2009/5/16 13:00,2.0492001,3.4031501
370,2009/5/16 14:00,2.4950833,2.1613834
370,2009/5/16 15:00,2.3026166,1.3391
370,2009/5/16 16:00,2.2452834,0.60368335
370,2009/5/16 17:00,2.1637001,0.73426664
370,2009/5/16 18:00,2.2456667,1.1008333
370,2009/5/16 19:00,2.10355,0.1236
370,2009/5/16 20:00,2.4605334,-0.011633334
370,2009/5/16 21:00,1.8751833,-0.00785
370,2009/5/16 22:00,1.7066166,-0.008166667
370,2009/5/16 23:00,1.4798833,-0.0081
370,2009/6/16 0:00,1.2514666,-0.008516667
370,2009/6/16 1:00,0.99883336,-0.009366667
370,2009/6/16 2:00,0.90324998,-0.009616667
370,2009/6/16 3:00,0.80743331,-0.009583334
370,2009/6/16 4:00,0.92341667,-0.0095
370,2009/6/16 5:00,0.80953336,-0.0095
370,2009/6/16 6:00,0.9023,-0.008466667
370,2009/6/16 7:00,1.2095,-0.000166667
370,2009/6/16 8:00,1.1753167,0.29376668
370,2009/6/16 9:00,1.2143167,0.63328332
370,2009/6/16 10:00,3.3761499,1.3421167
370,2009/6/16 11:00,4.9077668,1.9768167
370,2009/6/16 12:00,5.8692832,2.7362833
370,2009/6/16 13:00,3.6607833,3.0921834
370,2009/6/16 14:00,2.3554168,2.9919333
370,2009/6/16 15:00,2.8698332,1.4218
370,2009/6/16 16:00,2.1774833,2.6395667
370,2009/6/16 17:00,3.2042,2.1976333
370,2009/6/16 18:00,3.30515,0.40066665
370,2009/6/16 19:00,1.9339,0.13863334
370,2009/6/16 20:00,1.6221334,-0.00895
370,2009/6/16 21:00,5.0708499,-0.011866666
370,2009/6/16 22:00,2.4426501,-0.009316667
370,2009/6/16 23:00,1.4752166,-0.008416667
370,2009/7/16 0:00,1.40315,-0.008683333
370,2009/7/16 1:00,1.18135,-0.009083333
370,2009/7/16 2:00,0.94356668,-0.00965
370,2009/7/16 3:00,0.89083332,-0.009433334
370,2009/7/16 4:00,0.81963331,-0.0092
370,2009/7/16 5:00,0.87274998,-0.009283333
370,2009/7/16 6:00,1.2025833,-0.00755
370,2009/7/16 7:00,1.0318167,0.033133332
370,2009/7/16 8:00,1.0385,0.37998334
370,2009/7/16 9:00,1.0585166,0.72558331
370,2009/7/16 10:00,1.2710667,1.1327667
370,2009/7/16 11:00,1.5029,1.6551833
370,2009/7/16 12:00,1.2951,2.9679999
370,2009/7/16 13:00,1.4494833,2.8208001
370,2009/7/16 14:00,2.1993501,3.3051667
370,2009/7/16 15:00,2.3728666,2.4875166
370,2009/7/16 16:00,2.4113667,2.6278167
370,2009/7/16 17:00,2.3760166,2.0525334
370,2009/7/16 18:00,2.2669833,1.1956167
370,2009/7/16 19:00,2.22105,0.12536667
370,2009/7/16 20:00,2.5230834,-0.009050001
370,2009/7/16 21:00,2.20385,-0.009516667
370,2009/7/16 22:00,2.8132999,-0.010666667
370,2009/7/16 23:00,4.7666831,-0.01375
545,2009/1/16 0:00,3.1430166,0.00345
545,2009/1/16 1:00,2.0576668,0.001383333
545,2009/1/16 2:00,1.6368999,0.000266667
545,2009/1/16 3:00,1.8552166,0.000266667
545,2009/1/16 4:00,1.5305166,-0.000483333
545,2009/1/16 5:00,1.9413667,0.001216667
545,2009/1/16 6:00,1.5361333,0.000133333
545,2009/1/16 7:00,1.53185,0.030366667
545,2009/1/16 8:00,1.5177,0.22093333
545,2009/1/16 9:00,2.0121667,0.57988334
545,2009/1/16 10:00,3.6070001,1.0916834
545,2009/1/16 11:00,4.6322165,1.5280666
545,2009/1/16 12:00,4.7484999,1.9982834
545,2009/1/16 13:00,4.8593335,2.0102668
545,2009/1/16 14:00,4.7571502,2.2811
545,2009/1/16 15:00,4.4829502,1.9585
545,2009/1/16 16:00,4.2174835,1.7381001
545,2009/1/16 17:00,3.9423499,0.65893334
545,2009/1/16 18:00,3.4132667,0.21506667
545,2009/1/16 19:00,2.6775167,0.025866667
545,2009/1/16 20:00,3.4764333,0.002566667
545,2009/1/16 21:00,2.96315,0.005066667
545,2009/1/16 22:00,2.3913667,0.00235
545,2009/1/16 23:00,1.9373167,0.001
545,2009/2/16 0:00,2.096,0.001916667
545,2009/2/16 1:00,1.6826333,0.000533333
545,2009/2/16 2:00,1.5983334,6.67E-05
545,2009/2/16 3:00,1.3695834,-3.33E-05
545,2009/2/16 4:00,1.5233166,0.00025
545,2009/2/16 5:00,1.5524499,-0.000233333
545,2009/2/16 6:00,1.6171833,0.00055
545,2009/2/16 7:00,1.6520667,0.021616668
545,2009/2/16 8:00,1.4952,0.17746666
545,2009/2/16 9:00,1.5252833,0.52198333
545,2009/2/16 10:00,1.82855,0.87606668
545,2009/2/16 11:00,2.3772166,1.7118666
545,2009/2/16 12:00,3.9073334,2.0216334
545,2009/2/16 13:00,3.9264166,2.0775001
545,2009/2/16 14:00,3.3583667,1.0613166
545,2009/2/16 15:00,3.54985,1.63915
545,2009/2/16 16:00,4.0498834,1.2210333
545,2009/2/16 17:00,4.5707664,1.2185167
545,2009/2/16 18:00,2.8731666,0.52225
545,2009/2/16 19:00,2.6054666,0.0339
545,2009/2/16 20:00,2.6768167,-0.000833333
545,2009/2/16 21:00,3.0362666,0.004516667
545,2009/2/16 22:00,3.1730666,0.005483334
545,2009/2/16 23:00,2.2916501,0.002283333
545,2009/3/16 0:00,1.6373667,-0.000166667
545,2009/3/16 1:00,1.4304,-1.00E-04
545,2009/3/16 2:00,1.4301667,-5.00E-05
545,2009/3/16 3:00,1.3394667,-0.000716667
545,2009/3/16 4:00,1.3555167,-0.000666667
545,2009/3/16 5:00,1.2467333,-0.000316667
545,2009/3/16 6:00,1.2832167,-0.000533333
545,2009/3/16 7:00,1.5196167,0.034150001
545,2009/3/16 8:00,1.6565,0.24531667
545,2009/3/16 9:00,1.7857667,0.59818333
545,2009/3/16 10:00,2.5198333,1.0894333
545,2009/3/16 11:00,2.5037668,1.59805
545,2009/3/16 12:00,3.5451834,1.9133333
545,2009/3/16 13:00,3.6124167,1.96025
545,2009/3/16 14:00,2.9908333,1.4453833
545,2009/3/16 15:00,3.7247167,2.1786499
545,2009/3/16 16:00,3.2847333,1.8262833
545,2009/3/16 17:00,3.7693501,1.3839166
545,2009/3/16 18:00,4.2981501,0.29196668
545,2009/3/16 19:00,3.7458832,0.053266667
545,2009/3/16 20:00,3.9637334,0.008516667
545,2009/3/16 21:00,4.5214334,0.009866667
545,2009/3/16 22:00,2.9185667,0.004583333
545,2009/3/16 23:00,2.2194333,0.00205
545,2009/4/16 0:00,1.8416834,0.00105
545,2009/4/16 1:00,1.8883667,0.000916667
545,2009/4/16 2:00,1.59305,0.000366667
545,2009/4/16 3:00,1.3004167,-5.00E-05
545,2009/4/16 4:00,1.3896333,-0.000416667
545,2009/4/16 5:00,1.3841166,-0.00025
545,2009/4/16 6:00,1.2987666,-0.000166667
545,2009/4/16 7:00,1.6039833,0.028583333
545,2009/4/16 8:00,1.4525501,0.22241667
545,2009/4/16 9:00,1.6682667,0.60071665
545,2009/4/16 10:00,1.8307834,1.2009166
545,2009/4/16 11:00,3.3069999,1.5666667
545,2009/4/16 12:00,5.3805165,1.6320833
545,2009/4/16 13:00,2.9433668,2.1184332
545,2009/4/16 14:00,4.4254665,2.0069168
545,2009/4/16 15:00,4.1471834,1.99015
545,2009/4/16 16:00,3.5578499,1.2303333
545,2009/4/16 17:00,4.1106668,0.83826667
545,2009/4/16 18:00,4.4086833,0.25831667
545,2009/4/16 19:00,3.6956501,0.0867
545,2009/4/16 20:00,2.8005834,0.000266667
545,2009/4/16 21:00,2.8476667,0.004316667
545,2009/4/16 22:00,2.10285,0.002
545,2009/4/16 23:00,1.9621834,0.000766667
545,2009/5/16 0:00,1.61335,6.67E-05
545,2009/5/16 1:00,1.4213001,-0.000316667
545,2009/5/16 2:00,1.4085333,-0.000466667
545,2009/5/16 3:00,1.3784167,-0.000366667
545,2009/5/16 4:00,1.3118,-0.000716667
545,2009/5/16 5:00,1.2293333,-0.00065
545,2009/5/16 6:00,1.44795,3.33E-05
545,2009/5/16 7:00,1.5999,0.0185
545,2009/5/16 8:00,1.5018834,0.14581667
545,2009/5/16 9:00,2.0568833,0.43823335
545,2009/5/16 10:00,2.6847668,0.78845
545,2009/5/16 11:00,2.7105,1.4999
545,2009/5/16 12:00,3.3113334,1.7097501
545,2009/5/16 13:00,3.9071,2.1634166
545,2009/5/16 14:00,2.8259168,1.3465667
545,2009/5/16 15:00,3.839,0.86565
545,2009/5/16 16:00,2.5555334,0.37643334
545,2009/5/16 17:00,2.5911667,0.45691666
545,2009/5/16 18:00,3.1845167,0.68725002
545,2009/5/16 19:00,2.40345,0.10005
545,2009/5/16 20:00,2.3085334,-0.001033333
545,2009/5/16 21:00,2.4926333,0.00235
545,2009/5/16 22:00,1.8785,0.0018
545,2009/5/16 23:00,1.56855,0.0005
545,2009/6/16 0:00,1.6064,-0.000116667
545,2009/6/16 1:00,1.3159333,-0.000516667
545,2009/6/16 2:00,1.5653334,0.000333333
545,2009/6/16 3:00,1.3738,-0.000433333
545,2009/6/16 4:00,1.3009167,-0.000733333
545,2009/6/16 5:00,1.11545,-0.0009
545,2009/6/16 6:00,1.1063666,-0.00095
545,2009/6/16 7:00,1.3125666,0.00885
545,2009/6/16 8:00,1.2104,0.19850001
545,2009/6/16 9:00,1.5650667,0.47026667
545,2009/6/16 10:00,3.5356834,1.12195
545,2009/6/16 11:00,4.4147167,1.3291167
545,2009/6/16 12:00,3.6524167,1.7423
545,2009/6/16 13:00,4.3285165,2.0030501
545,2009/6/16 14:00,4.2178669,1.8654833
545,2009/6/16 15:00,3.36465,0.89120001
545,2009/6/16 16:00,4.4524331,1.6014167
545,2009/6/16 17:00,5.1174998,1.3668
545,2009/6/16 18:00,4.6088667,0.28838333
545,2009/6/16 19:00,3.7065001,0.11211666
545,2009/6/16 20:00,3.0541167,0.004066667
545,2009/6/16 21:00,2.8038332,0.003983333
545,2009/6/16 22:00,2.0705333,0.001733333
545,2009/6/16 23:00,1.9904333,0.00085
545,2009/7/16 0:00,1.6887667,0.000233333
545,2009/7/16 1:00,1.6212333,-0.000333333
545,2009/7/16 2:00,1.363,-0.000766667
545,2009/7/16 3:00,1.4791,-0.00015
545,2009/7/16 4:00,1.598,-0.000266667
545,2009/7/16 5:00,1.6117166,-0.00025
545,2009/7/16 6:00,1.4471999,6.67E-05
545,2009/7/16 7:00,1.7818834,0.037
545,2009/7/16 8:00,2.0965667,0.28218332
545,2009/7/16 9:00,2.6383834,0.63988334
545,2009/7/16 10:00,4.0240502,0.85785002
545,2009/7/16 11:00,4.2081666,1.1208833
545,2009/7/16 12:00,3.7953501,1.9003667
545,2009/7/16 13:00,3.8311334,1.8552667
545,2009/7/16 14:00,3.5075333,2.0931334
545,2009/7/16 15:00,4.4649501,1.6069833
545,2009/7/16 16:00,3.9537666,1.5855
545,2009/7/16 17:00,4.0494666,1.2714167
545,2009/7/16 18:00,3.2582166,0.78798336
545,2009/7/16 19:00,4.0220833,0.13575
545,2009/7/16 20:00,3.2123666,0.004166667
545,2009/7/16 21:00,3.02075,0.0047
545,2009/7/16 22:00,2.1127,0.002033333
545,2009/7/16 23:00,1.8263667,0.000583333
585,2009/1/16 0:00,1.0491834,-0.006783333
585,2009/1/16 1:00,0.91063333,-0.006633333
585,2009/1/16 2:00,0.88956666,-0.006766667
585,2009/1/16 3:00,0.84125,-0.0067
585,2009/1/16 4:00,0.83475,-0.0067
585,2009/1/16 5:00,0.59111667,-0.006383333
585,2009/1/16 6:00,0.89556664,-0.006733333
585,2009/1/16 7:00,1.114,0.031083334
585,2009/1/16 8:00,1.0579,0.15584999
585,2009/1/16 9:00,1.348,0.31075001
585,2009/1/16 10:00,1.6908166,1.0246167
585,2009/1/16 11:00,2.4078166,1.72495
585,2009/1/16 12:00,3.4926,2.5910666
585,2009/1/16 13:00,3.5257833,2.8983333
585,2009/1/16 14:00,2.2027166,3.3002999
585,2009/1/16 15:00,2.3503168,3.0770667
585,2009/1/16 16:00,2.4260666,3.0304501
585,2009/1/16 17:00,3.7808166,1.1545334
585,2009/1/16 18:00,3.1235332,0.34825
585,2009/1/16 19:00,2.2083166,0.041549999
585,2009/1/16 20:00,2.0663667,-0.007433333
585,2009/1/16 21:00,1.6919333,-0.007166666
585,2009/1/16 22:00,1.1764166,-0.006833334
585,2009/1/16 23:00,1.0743667,-0.006783333
585,2009/2/16 0:00,1.0068166,-0.006783333
585,2009/2/16 1:00,0.91613334,-0.006666667
585,2009/2/16 2:00,0.8815167,-0.0068
585,2009/2/16 3:00,0.60995001,-0.006666667
585,2009/2/16 4:00,0.78224999,-0.0068
585,2009/2/16 5:00,0.65213335,-0.0067
585,2009/2/16 6:00,0.98516667,-0.007
585,2009/2/16 7:00,1.0378166,0.025316667
585,2009/2/16 8:00,1.0032667,0.25510001
585,2009/2/16 9:00,1.0045167,0.71646667
585,2009/2/16 10:00,1.1759833,1.3025833
585,2009/2/16 11:00,1.7522833,1.8595667
585,2009/2/16 12:00,1.8751,2.6047833
585,2009/2/16 13:00,2.2695668,2.8898666
585,2009/2/16 14:00,2.2498333,1.7306499
585,2009/2/16 15:00,2.2969999,2.8924832
585,2009/2/16 16:00,2.3855333,2.5893333
585,2009/2/16 17:00,2.2330666,2.3675666
585,2009/2/16 18:00,2.1410832,0.95706666
585,2009/2/16 19:00,1.8243999,0.045983333
585,2009/2/16 20:00,1.7402333,-0.0072
585,2009/2/16 21:00,1.3718333,-0.00705
585,2009/2/16 22:00,1.02695,-0.00675
585,2009/2/16 23:00,0.93779999,-0.006716667
585,2009/3/16 0:00,0.8961333,-0.006833334
585,2009/3/16 1:00,0.6390667,-0.0066
585,2009/3/16 2:00,0.73151666,-0.006833334
585,2009/3/16 3:00,0.62709999,-0.006766667
585,2009/3/16 4:00,0.78738332,-0.00705
585,2009/3/16 5:00,0.60543334,-0.00685
585,2009/3/16 6:00,0.62591666,-0.006766667
585,2009/3/16 7:00,2.7177,0.03455
585,2009/3/16 8:00,1.5214666,0.1988
585,2009/3/16 9:00,1.3118167,0.36283332
585,2009/3/16 10:00,1.5698167,1.03675
585,2009/3/16 11:00,4.1807165,1.9032834
585,2009/3/16 12:00,3.6121833,2.6885667
585,2009/3/16 13:00,4.47645,2.4195001
585,2009/3/16 14:00,3.1835833,1.9884833
585,2009/3/16 15:00,3.1451833,3.3910501
585,2009/3/16 16:00,5.9510331,3.0883999
585,2009/3/16 17:00,4.5220332,2.5495
585,2009/3/16 18:00,3.4077499,0.45206666
585,2009/3/16 19:00,2.62465,0.056116667
585,2009/3/16 20:00,2.5622001,-0.008283333
585,2009/3/16 21:00,2.6702001,-0.008583333
585,2009/3/16 22:00,1.7131667,-0.007483333
585,2009/3/16 23:00,1.38545,-0.007433333
585,2009/4/16 0:00,1.17035,-0.007033333
585,2009/4/16 1:00,0.91694999,-0.006866667
585,2009/4/16 2:00,0.78933334,-0.00695
585,2009/4/16 3:00,0.95475,-0.007116667
585,2009/4/16 4:00,0.88056666,-0.007083334
585,2009/4/16 5:00,0.68643332,-0.0071
585,2009/4/16 6:00,0.86158335,-0.007166666
585,2009/4/16 7:00,0.84640002,0.028816666
585,2009/4/16 8:00,0.89314997,0.15685
585,2009/4/16 9:00,1.0728667,0.39928332
585,2009/4/16 10:00,1.4699167,1.2269334
585,2009/4/16 11:00,1.7612166,1.6603667
585,2009/4/16 12:00,1.87875,1.9903834
585,2009/4/16 13:00,1.9546,2.9274666
585,2009/4/16 14:00,2.0472333,3.2162499
585,2009/4/16 15:00,2.4900832,3.0265334
585,2009/4/16 16:00,2.6424167,2.4664166
585,2009/4/16 17:00,2.5487666,1.4979
585,2009/4/16 18:00,2.1896501,0.43759999
585,2009/4/16 19:00,2.9589,0.11895
585,2009/4/16 20:00,2.9925001,-0.008066666
585,2009/4/16 21:00,2.19345,-0.007666667
585,2009/4/16 22:00,1.5242667,-0.0073
585,2009/4/16 23:00,1.3196833,-0.007183333
585,2009/5/16 0:00,1.12175,-0.007216667
585,2009/5/16 1:00,1.0459,-0.007066667
585,2009/5/16 2:00,0.80381668,-0.006916667
585,2009/5/16 3:00,0.60500002,-0.006833334
585,2009/5/16 4:00,0.72203332,-0.006933333
585,2009/5/16 5:00,0.67898333,-0.006766667
585,2009/5/16 6:00,0.67288333,-0.0067
585,2009/5/16 7:00,0.76946664,0.022866666
585,2009/5/16 8:00,0.77063334,0.28799999
585,2009/5/16 9:00,1.3024,0.60140002
585,2009/5/16 10:00,1.7412333,1.0176166
585,2009/5/16 11:00,1.7451333,1.9466667
585,2009/5/16 12:00,1.9655833,2.4223666
585,2009/5/16 13:00,1.9703166,2.8506668
585,2009/5/16 14:00,2.3838665,2.1145999
585,2009/5/16 15:00,2.1491499,1.17485
585,2009/5/16 16:00,2.2403166,0.60114998
585,2009/5/16 17:00,2.1622167,0.74613333
585,2009/5/16 18:00,3.444,1.3384167
585,2009/5/16 19:00,3.9520166,0.15513334
585,2009/5/16 20:00,2.9713333,-0.008083333
585,2009/5/16 21:00,2.0550833,-0.0077
585,2009/5/16 22:00,1.9249001,-0.007833334
585,2009/5/16 23:00,1.3452834,-0.007283333
585,2009/6/16 0:00,1.3471,-0.007266667
585,2009/6/16 1:00,0.9097833,-0.006816667
585,2009/6/16 2:00,0.80315,-0.006683333
585,2009/6/16 3:00,0.74129999,-0.006633333
585,2009/6/16 4:00,0.74676669,-0.006683333
585,2009/6/16 5:00,0.58583331,-0.006416667
585,2009/6/16 6:00,0.66659999,-0.006516667
585,2009/6/16 7:00,0.83181667,0.00855
585,2009/6/16 8:00,0.82545,0.29288334
585,2009/6/16 9:00,1.07595,0.63038331
585,2009/6/16 10:00,1.8012333,1.13065
585,2009/6/16 11:00,2.0037501,1.6148666
585,2009/6/16 12:00,1.4862833,2.4344833
585,2009/6/16 13:00,1.8978,2.9162667
585,2009/6/16 14:00,2.1493165,2.74505
585,2009/6/16 15:00,2.2899334,1.2601
585,2009/6/16 16:00,1.9962167,2.4603333
585,2009/6/16 17:00,3.4214666,2.4794166
585,2009/6/16 18:00,4.3305168,0.50615001
585,2009/6/16 19:00,3.4310501,0.16236667
585,2009/6/16 20:00,2.1328332,-0.007516667
585,2009/6/16 21:00,1.65905,-0.007466667
585,2009/6/16 22:00,1.5338833,-0.007316667
585,2009/6/16 23:00,1.2793833,-0.0071
585,2009/7/16 0:00,0.89880002,-0.006866667
585,2009/7/16 1:00,0.86686665,-0.006516667
585,2009/7/16 2:00,1.0392333,-0.006816667
585,2009/7/16 3:00,0.82203335,-0.0066
585,2009/7/16 4:00,0.77296668,-0.006466667
585,2009/7/16 5:00,0.84441668,-0.006533334
585,2009/7/16 6:00,0.80758333,-0.0066
585,2009/7/16 7:00,0.88303334,0.0396
585,2009/7/16 8:00,0.97276664,0.35688335
585,2009/7/16 9:00,1.3539333,0.66018331
585,2009/7/16 10:00,1.1308,1.1039166
585,2009/7/16 11:00,2.7198834,1.48735
585,2009/7/16 12:00,2.7449667,2.4505167
585,2009/7/16 13:00,3.2237167,2.6305168
585,2009/7/16 14:00,2.3362501,2.9813333
585,2009/7/16 15:00,2.5490334,2.2641001
585,2009/7/16 16:00,2.9129333,2.5666168
585,2009/7/16 17:00,2.5841668,2.2431333
585,2009/7/16 18:00,2.2819166,1.6388167
585,2009/7/16 19:00,1.8369334,0.16798334
585,2009/7/16 20:00,1.8654667,-0.007133334
585,2009/7/16 21:00,2.9521334,-0.008733333
585,2009/7/16 22:00,1.5994333,-0.0071
585,2009/7/16 23:00,3.5117333,-0.010016667
624,2009/1/16 0:00,0.85093331,-0.017216668
624,2009/1/16 1:00,0.61535001,-0.016650001
624,2009/1/16 2:00,0.68110001,-0.017233333
624,2009/1/16 3:00,0.70716667,-0.017066667
624,2009/1/16 4:00,0.58131665,-0.016466666
624,2009/1/16 5:00,0.60131669,-0.016083334
624,2009/1/16 6:00,0.54946667,-0.015116666
624,2009/1/16 7:00,0.83606666,0.030316666
624,2009/1/16 8:00,0.50660002,0.17531666
624,2009/1/16 9:00,0.33678332,0.52885002
624,2009/1/16 10:00,0.33633333,1.04705
624,2009/1/16 11:00,0.31263334,2.2679501
624,2009/1/16 12:00,0.42324999,2.7268
624,2009/1/16 13:00,0.46856666,2.8382833
624,2009/1/16 14:00,0.62041664,2.9076834
624,2009/1/16 15:00,1.5201,2.4982834
624,2009/1/16 16:00,1.3148167,2.1538501
624,2009/1/16 17:00,1.8979334,0.82854998
624,2009/1/16 18:00,1.52205,0.27761668
624,2009/1/16 19:00,1.7753667,0.030983333
624,2009/1/16 20:00,1.3753333,-0.017349999
624,2009/1/16 21:00,1.3527499,-0.018100001
624,2009/1/16 22:00,0.97049999,-0.017233333
624,2009/1/16 23:00,0.95228332,-0.0177
624,2009/2/16 0:00,0.60478336,-0.016916666
624,2009/2/16 1:00,0.87300003,-0.01715
624,2009/2/16 2:00,0.5068,-0.016466666
624,2009/2/16 3:00,0.54444999,-0.016783332
624,2009/2/16 4:00,0.85210001,-0.0175
624,2009/2/16 5:00,0.54645002,-0.015816666
624,2009/2/16 6:00,0.51741666,-0.01535
624,2009/2/16 7:00,1.1979834,0.019950001
624,2009/2/16 8:00,2.1482,0.2168
624,2009/2/16 9:00,0.22821666,0.65966666
624,2009/2/16 10:00,0.31813332,1.1613834
624,2009/2/16 11:00,0.58815002,1.9910166
624,2009/2/16 12:00,1.2097833,2.7975833
624,2009/2/16 13:00,0.97651666,2.5981333
624,2009/2/16 14:00,0.22291666,0.99706668
624,2009/2/16 15:00,1.1982833,2.2918334
624,2009/2/16 16:00,1.17665,1.34275
624,2009/2/16 17:00,1.2309667,1.2436666
624,2009/2/16 18:00,1.4263,0.3594
624,2009/2/16 19:00,4.8000002,0.019733334
624,2009/2/16 20:00,1.24485,-0.017483333
624,2009/2/16 21:00,0.95463336,-0.016366666
624,2009/2/16 22:00,3.9407167,-0.0253
624,2009/2/16 23:00,7.2971501,-0.034866668
624,2009/3/16 0:00,4.3106833,-0.0266
624,2009/3/16 1:00,0.69774997,-0.017083334
624,2009/3/16 2:00,0.55405003,-0.0167
624,2009/3/16 3:00,0.56158334,-0.016966667
624,2009/3/16 4:00,0.55089998,-0.01685
624,2009/3/16 5:00,0.49669999,-0.016183333
624,2009/3/16 6:00,0.25353333,-0.015066667
624,2009/3/16 7:00,0.72845,0.038433332
624,2009/3/16 8:00,0.68045002,0.21789999
624,2009/3/16 9:00,0.80419999,0.55291665
624,2009/3/16 10:00,2.9032369,1.1572632
624,2009/3/16 11:00,0.79619998,2.05425
624,2009/3/16 12:00,1.7312334,2.7119668
624,2009/3/16 13:00,1.6698999,2.8155501
624,2009/3/16 14:00,0.49658334,1.9034333
624,2009/3/16 15:00,0.91546667,2.5963333
624,2009/3/16 16:00,0.83726668,2.3173499
624,2009/3/16 17:00,0.98218334,1.5605333
624,2009/3/16 18:00,1.1348,0.32255
624,2009/3/16 19:00,1.8408834,0.032249998
624,2009/3/16 20:00,1.3082167,-0.017000001
624,2009/3/16 21:00,1.3972,-0.017333332
624,2009/3/16 22:00,0.85951668,-0.016083334
624,2009/3/16 23:00,0.93204999,-0.016916666
624,2009/4/16 0:00,0.46973333,-0.01575
624,2009/4/16 1:00,0.73930001,-0.0165
624,2009/4/16 2:00,0.55980003,-0.01615
624,2009/4/16 3:00,0.63916665,-0.016883334
624,2009/4/16 4:00,0.56113333,-0.016483333
624,2009/4/16 5:00,0.55816668,-0.016216667
624,2009/4/16 6:00,0.27093333,-0.015033334
624,2009/4/16 7:00,0.50743335,0.026783334
624,2009/4/16 8:00,1.4348333,0.16503334
624,2009/4/16 9:00,0.77173334,0.56639999
624,2009/4/16 10:00,1.34885,1.187
624,2009/4/16 11:00,1.70295,2.18295
624,2009/4/16 12:00,7.8017669,2.3329334
624,2009/4/16 13:00,8.1193504,2.4480166
624,2009/4/16 14:00,6.6843834,2.5602
624,2009/4/16 15:00,2.0343168,2.5013001
624,2009/4/16 16:00,0.8283,1.45065
624,2009/4/16 17:00,0.66331667,0.95469999
624,2009/4/16 18:00,1.2157167,0.26390001
624,2009/4/16 19:00,1.2185333,0.09905
624,2009/4/16 20:00,1.1124001,-0.016916666
624,2009/4/16 21:00,1.3358001,-0.017833333
624,2009/4/16 22:00,0.72636664,-0.016233332
624,2009/4/16 23:00,0.85511667,-0.016733333
